City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,tosontsengel,48.7567,98.2839,-21.24,96,100,0.74,MN,1736450533
362,coari,-4.085,-63.1414,29.1,75,100,1.74,BR,1736450535
363,vilhena,-12.7406,-60.1458,25.12,83,40,1.54,BR,1736450536
364,kisangani,0.5167,25.2,25.2,94,100,0.0,CD,1736450537
365,belyy yar,53.6039,91.3903,-13.06,100,100,2.0,RU,1736450538
366,langfang,39.5097,116.6947,-5.54,35,0,2.01,CN,1736450539
367,saveh,35.0213,50.3566,7.11,48,0,1.07,IR,1736450542
368,tanumah,27.1,44.1333,12.01,56,100,1.31,SA,1736450544
369,wanning,18.8003,110.3967,18.33,79,22,5.75,CN,1736450545
370,as sulayyil,20.4607,45.5779,14.34,46,8,3.7,SA,1736450546
371,eisen,36.8217,128.6308,-13.83,51,0,1.1,KR,1736450329
372,sona,45.4388,10.8255,7.14,100,75,2.06,IT,1736450548
373,carahue,-38.7,-73.1667,22.56,39,0,4.78,CL,1736450549
374,ta'izz,13.5,44.0,16.1,80,7,3.47,YE,1736450551
375,tame,6.461,-71.73,32.99,34,89,4.29,CO,1736450552
376,ramadi,33.4226,43.3058,13.52,42,0,3.47,IQ,1736450553
377,'ali al gharbi,32.4633,46.6864,16.01,41,0,3.52,IQ,1736450554
378,namibe,-15.1961,12.1522,21.46,77,44,2.36,AO,1736450555
379,kaiama,9.6225,3.9481,27.06,15,2,2.37,NG,1736450556
380,kokpekty,48.75,82.4,-15.59,98,100,0.92,KZ,1736450558
381,meadow lakes,61.6247,-149.6011,3.62,66,100,1.66,US,1736450559
382,borogontsy,62.6683,131.1683,-34.29,98,99,1.52,RU,1736450560
383,soure,-0.7167,-48.5233,27.81,76,95,3.45,BR,1736450561
384,las khorey,11.1595,48.1967,23.88,65,5,3.86,SO,1736450562
385,usinsk,65.9939,57.5281,-7.95,93,100,7.98,RU,1736450565
386,dubove,48.1721,23.8895,7.23,88,100,1.77,UA,1736450566
387,alotau,-10.3069,150.4462,24.54,91,100,1.42,PG,1736450567
388,vila velha,-20.3297,-40.2925,25.97,90,75,3.09,BR,1736450568
389,salekhard,66.53,66.6019,-12.61,95,100,6.01,RU,1736450570
390,jamestown,42.097,-79.2353,-6.1,73,75,6.17,US,1736450571
391,kourou,5.1552,-52.6478,28.0,63,100,2.98,GF,1736450572
392,lata,40.1629,-8.3327,9.82,93,4,1.67,PT,1736450573
393,bonthe,7.5264,-12.505,27.63,78,100,4.66,SL,1736450574
394,burang,30.25,81.1667,-17.75,53,2,2.0,CN,1736450575
395,santa cruz,-17.8,-63.1667,31.03,66,40,2.57,BO,1736450577
396,st. john's,47.5649,-52.7093,1.65,78,75,7.2,CA,1736450578
397,richards bay,-28.783,32.0377,24.4,91,54,4.42,ZA,1736450579
398,hualien city,23.9769,121.6044,14.62,93,100,4.77,TW,1736450580
399,hau-ri,41.2006,129.4703,-11.83,63,2,2.02,KP,1736450581
400,khorixas,-20.3667,14.9667,22.58,28,100,7.07,NA,1736450583
401,gidam,18.9833,81.4,14.67,40,0,1.17,IN,1736450584
402,bahjoi,28.4,78.6167,9.99,42,0,1.46,IN,1736450585
403,kavaratti,10.5669,72.642,26.9,74,100,1.91,IN,1736450587
404,benghazi,32.1167,20.0667,17.06,70,9,3.74,LY,1736450588
405,galliano,29.4422,-90.2992,10.78,54,100,4.23,US,1736450589
406,kapuskasing,49.4169,-82.4331,-10.0,62,20,3.09,CA,1736450590
407,cidade velha,14.9167,-23.6167,24.26,60,0,7.2,CV,1736450591
408,dryden,49.7833,-92.7503,-7.84,86,100,3.6,CA,1736450592
409,pizarro,4.9533,-77.366,26.59,86,92,3.86,CO,1736450594
410,mossel bay,-34.1831,22.146,20.96,79,20,4.86,ZA,1736450595
411,conde,-7.2597,-34.9075,29.7,66,40,5.14,BR,1736450596
412,ouani,-12.1322,44.4258,26.94,86,79,2.87,KM,1736450597
413,huimanguillo,17.85,-93.3833,24.24,83,100,2.43,MX,1736450450
414,soio,-6.1349,12.3689,25.91,83,98,3.76,AO,1736450600
415,tateyama,34.9833,139.8667,5.01,55,20,13.7,JP,1736450601
416,colonia,50.9333,6.95,1.36,92,75,6.17,DE,1736450602
417,prineville,44.2999,-120.8345,0.73,100,20,4.63,US,1736450603
418,kulykivka,51.3735,31.6466,4.61,81,100,7.53,UA,1736450604
419,rakops,-21.0167,24.3333,24.98,65,100,2.4,BW,1736450605
420,happy valley-goose bay,53.3168,-60.3315,2.17,80,100,10.29,CA,1736450607
421,leninskoye,41.7589,69.3864,-7.38,70,0,2.11,KZ,1736450608
422,alice springs,-23.7,133.8833,22.75,49,21,0.0,AU,1736450382
423,ierapetra,35.01,25.7353,13.97,76,100,0.89,GR,1736450610
424,narasannapeta,18.4167,84.05,18.34,73,0,2.59,IN,1736450611
425,nouadhibou,20.931,-17.0347,17.99,52,0,5.66,MR,1736450612
426,darwin,-12.4611,130.8418,26.61,95,100,0.51,AU,1736450383
427,hobyo,5.3505,48.5268,24.72,76,8,8.13,SO,1736450615
428,hola,51.5377,23.1902,5.75,93,98,4.82,PL,1736450616
429,salalah,17.0151,54.0924,22.05,64,0,1.54,OM,1736450617
430,eureka,40.8021,-124.1637,15.14,79,0,0.45,US,1736450584
431,gargalianoi,37.0667,21.6333,12.59,86,18,1.25,GR,1736450620
432,loiza,18.4313,-65.8802,27.23,78,37,2.41,PR,1736450621
433,canal winchester,39.8428,-82.8046,-2.69,70,75,1.54,US,1736450622
434,jimma,7.6667,36.8333,20.86,40,95,0.63,ET,1736450623
435,funafuti,-8.5243,179.1942,29.0,74,75,6.17,TV,1736450624
436,remire-montjoly,4.9167,-52.2667,28.02,74,98,1.54,GF,1736450626
437,navolato,24.7672,-107.6944,21.1,34,2,4.73,MX,1736450627
438,rudnichnyy,59.617,52.4703,-2.27,84,91,5.78,RU,1736450628
439,great falls,47.5002,-111.3008,2.25,77,0,5.66,US,1736450629
440,katsuren-haebaru,26.3369,127.8719,14.21,60,100,7.2,JP,1736450630
441,qandala,11.472,49.8728,23.39,71,2,2.58,SO,1736450631
442,jiagedaqi,50.4167,124.1167,-26.14,98,14,1.91,CN,1736450633
443,corn island,12.1694,-83.0418,26.18,79,84,10.91,NI,1736450634
444,ca mau,9.1769,105.15,23.75,85,100,1.42,VN,1736450635
445,buon ma thuot,12.6667,108.05,19.15,74,6,4.57,VN,1736450637
446,sittwe,20.15,92.9,18.36,67,0,3.06,MM,1736450409
447,kavieng,-2.5744,150.7967,27.68,79,100,3.97,PG,1736450640
448,portland,45.5234,-122.6762,9.49,68,20,5.36,US,1736450297
449,lautoka,-17.6167,177.4667,24.92,73,20,3.09,FJ,1736450642
450,cannonvale,-20.2833,148.7,25.66,79,24,2.3,AU,1736450643
451,booue,-0.0921,11.9385,24.03,93,12,0.63,GA,1736450645
452,cole harbour,44.6724,-63.4751,1.65,86,100,7.2,CA,1736450646
453,vilyuchinsk,52.9306,158.4028,-13.85,78,1,4.16,RU,1736450648
454,kulhudhuffushi,6.6221,73.07,27.17,80,67,7.03,MV,1736450649
455,souillac,-20.5167,57.5167,27.21,89,75,6.17,MU,1736450651
456,lebanon,36.2081,-86.2911,0.81,47,0,1.54,US,1736450652
457,isangel,-19.55,169.2667,23.88,72,0,3.95,VU,1736450653
458,haeju,38.0406,125.7147,-8.98,65,74,1.8,KP,1736450654
459,rabaul,-4.1967,152.1721,27.65,79,80,3.31,PG,1736450655
460,rio preto da eva,-2.6994,-59.6997,27.88,83,100,1.37,BR,1736450656
461,pagar alam,-4.0167,103.2667,20.25,96,100,0.12,ID,1736450658
462,argo,37.6333,22.7333,12.65,75,3,1.51,GR,1736450659
463,khandyga,62.6667,135.6,-38.86,99,59,1.31,RU,1736450660
464,tsiombe,-25.3,45.4833,24.94,88,72,1.96,MG,1736450661
465,cambria,35.5641,-121.0808,16.37,40,0,1.99,US,1736450662
466,kushiro,42.975,144.3747,-8.47,79,100,3.09,JP,1736450663
467,kaedi,16.1465,-13.5047,29.77,13,0,4.63,MR,1736450665
468,san borja,-14.8167,-66.85,25.76,93,100,1.96,BO,1736450666
469,lubang,13.8584,120.124,26.35,76,56,10.68,PH,1736450667
470,nar'yan-mar,67.6713,53.087,-7.15,95,100,5.04,RU,1736450668
471,medicine hat,50.0501,-110.6683,-0.64,70,0,5.14,CA,1736450669
472,nuuk,64.1835,-51.7216,-4.66,74,100,7.72,GL,1736450670
473,palasa,18.7667,84.4167,17.6,73,0,2.19,IN,1736450672
474,uturoa,-16.7333,-151.4333,28.17,74,100,5.34,PF,1736450673
475,puerto baquerizo moreno,-0.9,-89.6,29.55,66,40,6.17,EC,1736450674
476,paita,-5.0892,-81.1144,24.55,70,35,7.0,PE,1736450675
477,juan griego,11.0817,-63.9655,29.31,54,11,4.5,VE,1736450676
478,tarnova,46.3167,21.8,11.08,76,95,4.53,RO,1736450677
479,pirallahi,40.4723,50.333,6.08,87,0,4.17,AZ,1736450679
480,al burayqah,30.4062,19.5739,16.87,66,1,5.07,LY,1736450680
481,hadibu,12.65,54.0333,22.85,70,1,5.59,YE,1736450681
482,megion,61.0296,76.1136,-18.99,96,100,5.95,RU,1736450682
483,belmonte,-15.8631,-38.8828,26.01,84,100,3.11,BR,1736450683
484,gizo,-8.103,156.8419,27.83,79,93,3.14,SB,1736450684
485,cill airne,52.05,-9.5167,-0.33,92,100,2.09,IE,1736450686
486,amos,48.5669,-78.1162,-12.12,85,100,3.83,CA,1736450687
487,mili,6.0815,171.735,27.84,76,100,8.68,MH,1736450688
488,ugoofaaru,5.6667,73.0,26.96,81,98,6.04,MV,1736450689
489,san juan,-31.5375,-68.5364,33.69,25,4,5.52,AR,1736450690
490,namtsy,62.7161,129.6658,-33.07,97,96,1.18,RU,1736450692
491,acapulco de juarez,16.8634,-99.8901,28.9,70,75,5.14,MX,1736450675
492,prieska,-29.6641,22.7474,30.17,14,47,6.54,ZA,1736450694
493,nhamunda,-2.1861,-56.7131,32.42,53,68,1.31,BR,1736450695
494,kokologo,12.1897,-1.8856,25.08,16,14,4.27,BF,1736450696
495,pokhara,28.2333,83.9833,8.55,65,0,1.78,NP,1736450594
496,novyy urgal,51.0736,132.5642,-30.12,99,12,0.82,RU,1736450699
497,baie-saint-paul,47.4411,-70.4986,1.1,64,100,4.02,CA,1736450700
498,grand falls-windsor,48.9332,-55.6649,0.28,93,100,3.56,CA,1736450701
499,gaspe,48.8334,-64.4819,2.12,93,100,4.12,CA,1736450702
500,kingston,17.997,-76.7936,28.98,65,20,4.12,JM,1736450412
501,tarauaca,-8.1614,-70.7656,31.39,55,77,1.58,BR,1736450705
502,plastun,44.7561,136.2939,-13.87,68,95,5.64,RU,1736450706
503,recani,31.2846,-4.2688,14.57,28,0,1.29,MA,1736450707
504,mataram,-8.5833,116.1167,26.26,88,100,1.64,ID,1736450708
505,luwuk,-0.9516,122.7875,22.48,90,40,2.05,ID,1736450709
506,wynyard,-41.0,145.7167,15.66,87,100,4.47,AU,1736450416
507,boyolangu,-8.1181,111.8935,24.4,94,100,0.5,ID,1736450712
508,calugareni,44.1717,25.9956,11.24,79,0,0.6,RO,1736450713
509,borzya,50.3833,116.5167,-26.82,98,96,1.01,RU,1736450714
510,luganville,-15.5333,167.1667,25.52,85,52,1.93,VU,1736450715
511,dalandzadgad,43.5708,104.425,-10.47,72,96,0.63,MN,1736450716
512,revda,56.801,59.9303,-1.72,90,100,7.73,RU,1736450717
513,urmary,55.6789,47.944,-2.5,94,100,4.7,RU,1736450719
514,bela vista,-22.1089,-56.5211,40.42,14,1,3.78,BR,1736450720
515,buayan,6.1164,125.2347,26.23,82,99,1.72,PH,1736450721
516,manismata,-2.4667,111.0333,23.72,99,92,0.9,ID,1736450722
517,kangding,30.0513,101.9603,-3.85,94,88,0.85,CN,1736450723
518,minbu,20.1833,94.8833,18.31,61,0,1.33,MM,1736450725
519,stornoway,58.2093,-6.3865,1.98,84,40,5.14,GB,1736450726
520,inari,68.906,27.0288,-23.54,100,27,1.76,FI,1736450727
521,konarka,19.9,86.1167,18.63,67,0,2.47,IN,1736450728
522,dapa,9.7594,126.0531,26.24,84,100,0.99,PH,1736450731
523,bhatgaon,21.15,81.7,14.83,31,3,1.35,IN,1736450732
524,kapit,2.0167,112.9333,23.38,100,100,0.65,MY,1736450733
525,swift current,50.2834,-107.8014,-5.55,86,0,6.69,CA,1736450734
526,ocean shores,46.9737,-124.1563,11.08,80,0,5.66,US,1736450735
527,bikenibeu village,1.3673,173.1241,26.98,89,40,2.57,KI,1736450736
528,labunista,41.2686,20.5961,7.71,87,40,2.06,MK,1736450738
529,malegaon,20.55,74.5333,18.42,37,97,0.49,IN,1736450739
530,galappo,-4.2667,35.85,17.91,84,100,1.16,TZ,1736450740
531,shalya,57.2471,58.7298,-2.25,93,100,7.61,RU,1736450742
532,krivosheino,57.3431,83.9261,-22.38,100,100,1.71,RU,1736450743
533,talara,-4.5772,-81.2719,25.42,61,40,6.17,PE,1736450744
534,idfu,24.9803,32.8747,17.82,39,0,1.6,EG,1736450745
535,kataba,8.4604,-0.7732,31.38,14,2,0.53,GH,1736450746
536,khanbari,27.3747,87.2039,10.69,83,3,0.87,NP,1736450748
537,nishinoomote,30.7333,131.0,7.83,82,100,16.3,JP,1736450651
538,sojat,25.9167,73.6667,15.31,36,0,3.67,IN,1736450750
539,mantua,45.1667,10.7833,7.34,97,100,0.89,IT,1736450751
540,el calafate,-50.3408,-72.2768,13.63,41,12,4.85,AR,1736450752
541,sao joao da barra,-21.6403,-41.0511,25.05,77,24,7.9,BR,1736450754
542,nili,33.7218,66.1302,-3.0,40,100,2.07,AF,1736450755
543,choibalsan,48.0667,114.5,-14.76,59,100,4.33,MN,1736450756
544,zakynthos,37.7914,20.8953,14.82,81,0,3.09,GR,1736450757
545,camabatela,-8.1881,15.375,17.38,97,89,1.47,AO,1736450758
546,itupiranga,-5.1347,-49.3267,26.42,96,65,1.32,BR,1736450761
547,aoulef,26.9667,1.0833,17.48,16,0,3.81,DZ,1736450762
548,talcahuano,-36.7167,-73.1167,22.82,56,0,8.23,CL,1736450763
549,sanctuary point,-35.1114,150.629,17.87,96,100,3.71,AU,1736450764
550,mao,39.8885,4.2658,14.31,72,0,2.57,ES,1736450765
551,korla,41.7597,86.1469,-4.44,88,99,2.11,CN,1736450766
552,horqueta,-23.3428,-57.0597,40.62,12,0,2.41,PY,1736450768
553,la paz,-16.5,-68.15,13.99,82,75,2.06,BO,1736450769
554,sainte-anne-des-monts,49.124,-66.4924,1.93,87,100,11.32,CA,1736450770
555,butembo,0.15,29.2833,19.57,48,100,0.61,CD,1736450771
556,cody,44.5263,-109.0565,1.78,57,0,0.45,US,1736450671
557,buritis,-15.6178,-46.4233,23.15,93,100,1.39,BR,1736450773
558,abhar,36.1468,49.218,1.04,69,0,1.13,IR,1736450775
559,lakatoro,-16.0999,167.4164,25.45,82,14,2.97,VU,1736450776
560,rabo de peixe,37.8,-25.5833,17.73,94,40,6.17,PT,1736450777
561,kani keli,-12.9536,45.1033,26.59,71,92,1.59,YT,1736450778
562,ar ruways,24.1103,52.7306,18.39,73,0,5.6,AE,1736450780
563,ayancik,41.9447,34.5861,12.54,67,0,1.91,TR,1736450781
564,napier,-39.4833,176.9167,13.49,71,2,2.68,NZ,1736450782
565,mirnyy,62.5353,113.9611,-17.3,94,100,3.01,RU,1736450783
566,castillos,-34.1667,-53.8333,25.42,49,100,5.86,UY,1736450784
567,tarawa,1.419,172.984,27.05,89,40,2.57,KI,1736450785
568,karratha,-20.7377,116.8463,30.66,66,97,6.64,AU,1736450786
569,pingliang,35.5392,106.6861,-5.01,41,64,2.69,CN,1736450788
570,puerto deseado,-47.7503,-65.8938,13.73,48,0,6.44,AR,1736450789
571,okahao,-17.885,15.0667,28.52,34,100,6.05,NA,1736450790
572,shingu,33.7333,135.9833,-0.23,68,14,6.4,JP,1736450791
573,mejit,10.2753,170.8646,26.95,79,29,10.01,MH,1736450792
574,salinas,36.6777,-121.6555,20.46,52,0,3.09,US,1736450794
575,bubaque,11.2833,-15.8333,25.84,73,0,6.6,GW,1736450795
576,ambon,-3.6954,128.1814,28.27,100,40,1.03,ID,1736450796
577,cinarcik,40.6412,29.146,12.42,73,76,1.76,TR,1736450797
578,starokozache,46.3372,29.9853,7.43,89,4,3.81,UA,1736450798
579,meadow lake,34.8014,-106.5436,0.37,77,100,8.97,US,1736450799
580,vilyuysk,63.7553,121.6247,-23.0,95,100,1.42,RU,1736450801
581,saldanha,-33.0117,17.9442,21.03,88,56,2.49,ZA,1736450802
582,valley city,46.9233,-98.0032,-0.71,86,100,7.2,US,1736450803
583,chulucanas,-5.0925,-80.1625,32.9,42,99,2.29,PE,1736450804
584,volchikha,52.0333,80.3833,-6.52,95,100,5.45,RU,1736450805
585,ha dong,20.9725,105.7772,16.01,44,100,5.72,VN,1736450806
586,khanpur,28.6453,70.6567,15.06,17,0,4.21,PK,1736450808
587,kota bharu,6.1333,102.2386,25.97,78,20,1.54,MY,1736450809
588,quixada,-4.9714,-39.0153,31.7,45,100,3.67,BR,1736450810
589,oppdal,62.5943,9.6912,-12.98,88,85,3.13,NO,1736450953
590,gurupa,-1.405,-51.64,31.09,56,99,2.21,BR,1736450954
591,adrar,20.5022,-10.0711,18.77,13,0,5.16,MR,1736450956
592,mogocha,53.7333,119.7667,-24.91,95,5,1.66,RU,1736450957
593,conceicao do coite,-11.5639,-39.2828,26.08,66,100,3.45,BR,1736450958
594,woolgoolga,-30.1106,153.2007,18.93,83,97,1.25,AU,1736450959
595,chivhu,-19.0211,30.8922,18.14,94,100,2.53,ZW,1736450960
